id,review,rating,label,review_length,word_count
81681443216,Khui kiện hàng mà nhìn hết hồn. Trai peel vỏ hộp móp méo. Khui ra cả 2 đầu. Nhìn cái nghi ngờ nhân sinh luôn. Mình Sài sản phẩm của loreal rất nhiều và chưa gặp tình trạng này bao giờ. Thấy sản phẩm mới nên mua dùng thử mà gặp tình trạng này. Thật sự rất thất vọng. Hay sai mua săn sel nên vậy (220k)giống khui ra để like xong nhét vào giao cho khách vậy đó. Thất vọng 😞,2,negative,370,82
10928050666,"Giao hàng nhanh. Bọc hàng cẩn, dùng trên da mình rất hợp sẽ ủng hộ lần sau",3,positive,74,17
76583315719,Không có tặng quà như quảng cáo,3,negative,31,7
69254083485,"M đặt Dove ở Cần Thơ các bạn còn gói tránh trầy xước từng sản phẩm mà kho ở Bắc Ninh gửi về Cần Thơ lại gói đồ như này. Không biết hủ kem ủ tóc đã lỗi ở nắp trước hay do trong quá trình vận chuyển bị trầy xước thì m k rõ, nếu bị trước mà không kiểm tra kỹ rồi gửi cho khách hàng luôn thì quả là cẩu thả. Thật sự m rất khó chịu khi cầm hủ kem ủ tóc mà nắp bị lỗi như thế này.",3,negative,374,93
86747860684,"Bao bì/Mẫu mã:Lon bị móp, HSD chỉ đến 10/2023 ah  Mua lần đầu tiên mà Rất ko hài,",2,negative,81,18
84870151203,"Săn sale giá cũng được. Nhỏ gọn, mới test qua thấy vẫn chạy. K biết dùng bền k",5,positive,78,18
76712994808,"Mua của mall Unilever mà đóng gói cỡ này. Không một lớp chống sốc. Đến tay nhàu nhĩ, móp muốn nứt tuýp kem. Thất vọng! Vào đánh giá thấy nhiều khách bị ntn rồi và nhà U cũng không có vẻ gì là muốn cải thiện cho lắm 🙄. Săn sale rẻ hơn 10k so với nữa hasaki nhưng nhận sản phẩm về không thấy hài lòng và được tôn trọng chút nào.",1,negative,326,73
16903373358,"Đã dùng chai thứ hai , mùi thơm nhẹ, hiệu quả cấp ẩm tương đối OK",5,positive,65,16
77621349278,trên da thấy châm chích nhẹ. thật sự k thấy nhiều hiệu quả lắm...,3,negative,65,14
13499251988,Sữa dùng rất ổn áp rất ngon bé rất thích không có gì để chê cả hihi,5,positive,67,17
16905867062,"Shop giao hàng rất nhanh, nhưng là thùng sữa túi mà shop ko bọc hàng đến tay mình nó tan nát, vỡ mất 2 túi",3,negative,106,25
42648500332,"Bao bì:đóng gói thấy gớm  Giá hợp lý,,, nhưng mình mua để tặng bạn gái mà cá hợp tơi tả,,, khui ra hết hồn,,, cứ nghĩ đồ củ sài ròi ko á",1,negative,136,32
13096151505,Công dụng:trắng da mờ thắm Mùi hương:thơm Dành cho da:mọi loại da  Shop gói hàng cẩn thận ghê. Chưa xài nên chưa rõ . Chỉ biết là ưng.Mua hàng của shop lần đầu lên mình chưa biết rõ đc kết quả. Hi vọng là sẽ như mình mong muốn.,5,positive,227,49
14256377366,Làm đẹp:da dầu Lợi ích:lamf sạch Bao bì:8/10  Hàng shop giao đúng mẫu. Đủ số lượng. Hàng y ảnh. Dùng chất lượng giá ok quá hợp lý. Sau sẽ ủng hộ shop,5,positive,149,32
87480287994,tôi đã nhận được sản phẩm. nhưng lại không có mã qr để kết nối với dịch thuật. mà khi thấy giới thiệu tại nghe có dịch thuật,2,negative,124,28
13422086078,"Check mã vạch có ra, xài 1 tuần cảm nhận mờ tàn nhang tốt, mờ 50% rồi nhưng bị khô da, kích ứng lên mụn li ti. Ai mua thì nên mua thêm kem dưỡng ẩm",5,negative,147,36
34216328507,"Ý là seal dữ chưa ta? Nắp hộp thì seal lại, nhưng vẫn mở nắp ra xài được, bên ngoài thì cũ trầy xướt, date đã qua 1 năm, chỉ còn 1 năm, hơi chán",2,negative,144,35
65422123985,"Hương thơm:mùi hơi ngọt Kinh nghiệm sử dụng:Dùng hơn 1 tuần ngày 2 lần  Mình dùng gần hết các bản và màu ca kcn loreal thì có bản này bị kích ứng, cá nhân mình thấy chất lỏng hơn bản đỏ, bóng hơn, lên da mình cũng bị bí hơn bản đỏ và khá châm chích kèm ngứa, dùng lại bản đỏ thì rất dịu.",3,negative,287,65
91553534954,Tôi đặt ốp viền cam. Mà lại ship cho tôi viền trắng,1,negative,51,12
68562888307,"Mùi kiểu vani, thơm ngọt, rất nịnh mũi nha. Mùi xanh thì như mùi trái cây vậy",5,positive,77,17
78098290717,"Chất lượng sản phẩm tốt, shop giao hàng nhanh , đóng gói cẩn thận",5,positive,65,14
10469630205,"Công dụng:làm mờ thâm mắt Mùi hương:cam Dành cho da:da nhạy cảm  Sản phẩm tốt ạ, gói hàng cẩn thận , chưa sử dụng nên chưa bt hiệu quả ntn🥰",5,positive,139,30
76045192093,"Độ tuổi sử dụng:1t Bao bì/Mẫu mã:bt Chất lượng sản phẩm:bt  Lần nào mua 2 lon thì sẽ có 1 lon bị móp trong khi thùng đóng rất chắc chắn, có bọc xốp chống sốc chắc chắn chứng to sữa đã bị móp từ trước rồi mới giao cho khách nhé",2,negative,226,51
14242333809,Dành cho da:mọi loại da Công dụng:dưỡng ẩm và giảm nếp nhăn Mùi hương:thơm  Giao nhanh mình còn sợ ko kịp trước tết  Cấp ẩm tốt ạ,5,positive,129,27
16496098682,"Đâu nhận được hàng đâu nên không biết đánh giá sao, shiper thấy rẻ quá diện lý do không chịu giao lại rồi lấy hàng luôn.",3,negative,120,26
76078389061,"shop giao hàng nhanh lắm luôn đặt hôm qua , nay giao hàng luôn rồi quần vải mát",5,positive,79,18
54319654733,"Giao hoả tốc nhanh, đóng gói cẩn thận, sữa đậm vị socola bản thân t thấy vị hơi ngọt",5,positive,84,19
79470146093,Mình không nhận dc quà tặng nhỉ,1,negative,31,7
32442517314,Mùi hương:thơm Công dụng:dưỡng da Phù hợp với loại da:all  Sài quen rồi nên mua lại sài tiếp. Dùng thêm tuýp nữa xem có trắng thêm hay không mới biết được.,4,positive,155,31
76344944843,Giao hàng bị móp bể nắp chai,2,negative,28,7
86094082448,"Bao bì/Mẫu mã:sữa tươi dutch lady Hương vị:không đường  Thùng sữa giao tới trong tình trạng còn nguyên vẹn, không bị móp méo hay bị ỉu. Thùng còn nguyên seal, không bị bong tróc nhờ đóng gói kỹ. Bảng thành phần sữa có nhiều chất, hương vị sữa thơm ngon dù là loại không đường. Phù hợp với trẻ nhỏ",5,positive,296,60
56097262421,Không thấy tặng kèm sản phẩm gì,1,negative,31,7
13228391205,"2 đợt sale ngày đôi gần đây mình mua lúc nào hàng cũng đóng gói tệ, không có quà khuyến mãi mặc dù mình săn được sale trong khung giờ",3,negative,133,30
40465724336,"Bao bì:mới  máy sấy cũ mình bị hư nên có ord hoả tốc em này, thấy seeding khá nhiều, dùng bị RỐI TÓC rất nhiều k hiểu tsao dù mình đã thử cả nóng/lạnh hay dùng lực gió nhỏ nhất",3,negative,176,40
55035301782,"Hàng đểu, quảng cáo 2800W nhưng thực tế chỉ 1200W (Đã bật max gió + max nhiệt). Không có ion âm như mô tả. Giá rẻ nên ko có nhu cầu trả hàng.",1,negative,141,33
31173032579,"Sữa có vị hắc , vị hôi hôi của con bò  khó uống",1,negative,47,13
87562793512,Ko hiểu sao nhận chai sữa dưỡng thể mà vỏ chai chầy và rất dơ,3,negative,61,15
41530301737,"Mẹo:kco Lợi ích:lâu trôi nha Bao bì:nhìn như ai đã bóc ra dùng rồi í hộp thì móp,cái nắp thì như kiểu ai cạy ra í",3,negative,113,26
86314071752,"Gói hàng cẩn thận, mua hàng mall cho gđ mà thấy bảo chất sữa hơi lỏng, ít bọt, dùng k thích",3,negative,91,21
89717402579,Giữ nhiệt:shop giao sai hàng gòi shop làm ăn kiểu jz,1,negative,52,11
17268552907,Rất bực mình với cái nắp của dầu gội. Mình mua mấy lần xoay nắp đều bị gãy. Không hiểu có vấn đề gì với cái nắp đấy. Đề nghị nên xem lại cách thức làm cái nắp chai đấy,1,negative,167,40
12143361380,Shop cần kiểm tra hàng trước khi giao,2,negative,37,8
70303451399,"Shop đóng gói hàng kĩ, giao hàng nhanh, hình ảnh và video mang tính chất nhận xuuu",5,positive,82,17
88680025825,"Độ mềm mịn:cung hoi min Màu sắc:mau giong anh Hiệu ứng làm đẹp:bong ok con son mau thi che  Đánh lên môi bth, đầu bóng ko nói chứ đầu màu mùi hắc như rượu lên men thúi ìn",3,negative,170,38
14391750145,Mình mới nhận mà bao bì đã bị bóc ra thế này rồi. Bọc hàng chán quá,2,negative,67,17
53345879683,"chòi oi xinh xỉu, mình siêu ưng cái màu này. tai nghe còn có dây đeo vs dây sạc đi cùng nữa. đẹp lắm luôn. nghe cubbgx êm. Ưng cái bụng ?)/&:(/🖐️👋💋",5,positive,147,32
25519835512,Mùi hương:có mùi thơm nhẹ Dành cho da:thâm sạm Công dụng:dưỡng sáng  có công dụng nhưng cần sử dụng lâu dài mới thấy rõ rệt,5,positive,123,25
16668449989,Đặt 1 thùng cô gái hà lan và 1 thùng yomost thì 1 thùng bị vỡ.đóng gói sơ xài lắm.tôi đã từ chối nhận hàng.và cuối cùng bạn shipper fai nhận luôn thùng hàng đó.đề nghị shop làm việc lại với khâu đóng gói.vì đây là lần thứ 2 tôi bị trường hợp này,2,negative,245,54
79387393402,"Mềm mịn:mem khong gay rat da khi dung Làm sạch:lam sach tot Tạo bọt:tao bot nhieu  Sử dụng ổn, tốt, sạch",5,positive,104,21
15751212817,"mua nhiều lần nhưng lần này rất tệ, sản phẩm ko được bảo quản tốt, móp méo, gỉ sét và còn dính cái j nhớt nhớt như xà bông",2,negative,122,29
87292714493,Chất lượng:thich Mùi thơm:nhe nhang  Omo thì không phải nói cảm thấy khá yên tâm về sản phẩm ngon luôn,5,positive,102,20
85979573273,Trời má chưa dc mấy ngày nữa. Dễ xướt ác,1,negative,40,10
90312621863,Nhỏ xíu à đóng gói siêu kĩ luôn. Niêm phong tận mấy lớp. Có dieu k che tên sp. sợ ai để í . Để hàng ở sân chưa kịp về ngta thó mata. Kkk,5,positive,136,35
82707714366,Đặt dâu mà gửi socola,1,negative,21,5
77249673867,Giao hàng mà lần nào nhận sản phẩm cũng có chai hoặc lọ móp méo chảy đổ ra ngoài.,3,negative,81,19
29954404671,Trên giàn hàng giới thiệu mua 1 tăng kèm thêm sản phẩm mà có đâu,3,negative,64,15
85114898534,"Hương thơm:huong hoa  Nước giặt thơm lắm luôn , lần đầu dùng loại này ưng lắm",5,positive,77,16
39377008150,Shop giao đúng sản phẩm. Sản phẩm đúng trọng lượng. Ko có quà tặng như trên mô tả,3,negative,81,18
77752917375,Lần đầu dùng Nhận hàng chắc chắn cho đến khi bóc băng dính ra Dính hết lên thành lọ rõ là bẩn luôn,2,negative,98,23
57835882632,"Mua hàng lúc 0h để săn đủ quà mà shop giao hàng ko.có quà, hỏi thì trả lời do hết quà Nếu hết quà thì phải ko thêm dc vô giỏ hàng chứ Lừa dối KH Nhắn tin hỏi thì kêu trả hàng",1,negative,174,43
16333164284,Quá trật so với mô tả. Mình có yêu cầu hoàn hàng mà không được chấp nhận nên thôi vậy,1,negative,85,20
12424699353,"Dịu nhẹ, tạo bọt khá ổn. Mình hi vọng mình sẽ dùng em nó được lâu dài. Sốp đóng hàng và gửi đi rất nhanh. Thank you sốp",5,positive,119,28
43544057338,Khăn ướt ko có vấn đề gì. Vấn đề ở đây tôi thắc mắc tại sao dồn đơn hàng của tôi trong khi đơn khăn ướt và sữa engfa tôi mua đâu cùng 1 shop? Nếu tự ý khui đơn và dồn đơn như vậy thì ai đảm bảo được hàng tôi nhận là hàng chất lượng hay hàng nhái?,1,negative,246,60
35385351404,Gói hàng móp méo như vậy. Còn 1 gói hàng mình mua 475.000đ cũng gói móp méo. Nói tặng thì lại không tặng nhắn shop nói không đúng cách nhưng trong giỏ hàng chẳng còn gì thêm mà kêu khách thêm quà tặng vô giỏ hàng,1,negative,212,46
52404536901,"Mình thấy phần đóng gói nó sơ sài, không có hộp cho kem nền hả mọi người, mở xem thấy nắp nó trầy xước, nhìn giống như là đã bị bóc tem ra sài vậy đó. Thấy hãng uy tín mà sao nhận lại về nó ba chấm về khâu đóng gói vậy  Còn về chất của kem nền mình sẽ quay lại đánh giá sau.",3,negative,274,66
14675023323,Đặt hoả tốc nhưng tốc độ giao hàng như đơn thường ngày t2 mới nhận được hàng,3,negative,76,17
90810937004,"Quá xinh luôn hôm qua mới đặt nay đã giao tới nơi rồi, chất phấn siêu mịn lên màu đỉnh, xinh dã man luôn í rất đáng mua nha",5,positive,123,29
78712806180,Độ bền:ko Chống bụi:ko Khả năng dán:dan ko vo man hinh lun nhé  giao hàng ổn đồ đầy đủ nhưng dán theo vid eo hướng dẫn thì ko áp dc kính vào máy nch là ko ổn kiểm tra kĩ trc khi mua nhé,1,negative,185,44
91552337813,"Nước giặt thơm mát, sạch dùng thích lắm nha. M và bạn bè đều dùng và mua rất nhiều",5,positive,82,19
47806962377,"Làm đẹp:gau rung Kinh nghiệm sử dụng:thoiwf gian dai  1 chai dung lâu lắm á, có giam rụng và giam ngứa K kèm quà tặng",1,negative,117,25
91315076366,lúc giặt có mùi thơm mà phơi lên chả có tí mùi nào,1,negative,50,13
15693497495,Công dụng:dưỡng tóc Mùi hương:thơm  Bao bì đẹp thơm nha không bếch như lời đồn dưỡng tóc ok mua được tặng chai nhỏ nên mua nha mọi người,5,positive,136,28
14398252042,"Được tặng dùng thích quá nên mua dùng tiếp. Thoa lên da căng bóng, chai quá bự luôn.",5,positive,84,18
74981029652,Có yêu cầu xuất hóa đơn nhưng hiện tại chưa nhận được hóa đóng,2,negative,62,14
78714645747,đã mua lần 2 đầy đủ dụng cụ lên màu khá dống hình khoảng 80% có găng tay có dầu gội xã tóc sau khi nhuộm giá cả hợp lý nên mua nha cả nhà,5,positive,137,35
16379968406,"Bao bì/Mẫu mã:ok Độ tuổi sử dụng:1y Chất lượng sản phẩm:ok  Hình ảnh chỉ mang tính chất minh hoạ, sản phẩm tốt . Giao hàng nhanh",5,positive,128,26
85761159129,"Thật sự nhận hàng xong mà thất vọng, 6 hộp k 1 hộp nào còn nguyên cả mà móp méo nặng nề. Nhìn hộp bên ngoài k đến nỗi mà bên trong lại móp đến v kbt là do đvvc hay do hàng bên shop móp méo từ trước đây",2,negative,201,50
81834033992,"Giao hàng chậm hơn so với những lần trước, không chủ động với khách hàng để thông báo",3,negative,85,18
16585305314,"Mới lấy về chưa kịp sấy nữa là tắt ngang ko sài đc nữa, tính nhắn tin hỏi shop thì ko thấy phần nt ở đâu hết, rất là ko hài lòng về sản phẩm kể cả shop",2,negative,151,38
76341771351,"Hạt quá ít, không đủ để kỳ ra da chết. Bình thường xài những loại khác, sau khi tẩy da rất mịn. Còn này xài xong thấy bình thường. Quá thất vọng",2,negative,144,32
67510295119,"Bao bì/Mẫu mã:dep Hương vị:thom ngon  Oki lắm nha, khâu đóng gói chưa đc chắc chắn lắm, đc tặng thêm 2b khăn giấy nữa",4,positive,117,24
44891149320,180ml nà đổ ra có hơn 160ml. Coi lại nha,1,negative,40,10
13181539781,Hình ảnh chỉ mang tính chất nhận xu thôi máy sấy đẹp nha đóng gói rất cẩn thận máy giống y hình gập gọn mang mang đi xa tiện ấy,5,positive,127,30
58831494778,"Minh co huy đơn ma shop ko huy , va đong luon 2 đơn nay luon , ma mua gia mắc hơn xíu , qa tặng nhin chai bì v thoi chứ sp cua nó cua nửa chai , lỡ giao 1 đóng thùng nên minh lấy luon phien trả lại",4,negative,197,51
88190138674,Giáo quá trễ so với thời gian giao hàng cảm kết hàng gói tới bánh tét tè le luôn chát thì thấy phản hồi chậm,2,negative,108,25
83866092001,Hỏng mất 2 túi mặc dù bọc hàng cẩn thận  Shop chuyển hàng nhanh va có quà tặng  Giải quyết vấn đề nhanh chóng,1,negative,109,24
15344686558,"Màu lót rộng thoải mái, chất liệu thun co giãn",5,positive,46,10
80333065970,Quảng cáo mua 1 tặng 1 có chai tẩy trang mà mở ra k có,1,negative,54,15
91202110056,"Chất liệu:không Màu sắc:không  Hộp để tặng quà 3/8 mà brand lại giao hộp bị rách không tôn trọng khách hàng rất bực bội, không chỉnh chu trong việc chọn lọc",1,negative,156,31
75593507119,Bảo tặng nước tẩy trang và gel giảm mụn mà không bỏ kèm bảo còn kêu bấm cái này cái kia mới nhận được hay đó là marketing :))),1,negative,126,29
56871838517,Đã nhận hàng. Ship hàng hơi chậm và không có sản phẩm tặng kèm như trong quảng cáo sản phẩm. Đánh giá shop 3 sao ủng hộ vì không thực sự hài lòng chất lượng dịch vụ,3,negative,164,37
15749157034,"Hàng bọc sơ sài không như những lần trước, trong quá trình vận chuyển bị móp",1,negative,76,16
79197136845,"Đặt hoả tốc, app báo giao trong ngày nhưng ngày hôm sau mới nhận được hàng, liên hệ với shop thì shop bảo đợi ship? vậy đặt hoả tốc làm gì ?",3,negative,140,32
79347993070,"Kinh nghiệm sử dụng:đánh lên chả thấy đẹp gì cả Lợi ích:chắc là ng môi đẹp ms dùng đc Làm đẹp:ko rõ màu, màu đỏ lên nhiều hơn, ko giống ảnh j cả",3,negative,144,33
11206736588,"Chất lượng quần thì không thể chê được, nhân viên cũng hỗ trợ nhiệt tình nhưng shop không chê tên sản phẩm, mong lần sau sẽ không bị như vậy nữa. Cảm ơn shop",2,negative,157,34
11235219654,Mùi hương:dịu nhẹ Đối tượng sử dụng:mọi lứa tuổi Chất lượng sản phẩm:lưu hương cũng tạm thui  mùi ban đầu thấy ko ưng nma xài riết thấy cũm dth 🤧,5,positive,145,30
85587508453,Tin tuong hana thấy c hana live mua luôn k tìm hiểu sp mà thấy live kêu có quà giao thì không có quà E ks shop 1sao,1,negative,115,28
14046221959,Mọi khi mua ko sao. Bữa nay mua 2 hộp móp lõm tùm lum,1,negative,53,14
30272767229,Sp oke như mô tả giao hàng nhanh chóg và chất lươngk tốt giá tốt nên mua,5,positive,72,17
79260497619,Giao thiếu hàng tặng liên hệ shop thì bảo ko được hỗ trợ gửi thêm .,2,negative,67,16
31366172016,"Chất lượng không biết, nhưng gói hàng kinh quá đi, không chống sốc, tới tay nó móp lún vậy đó, coi thường đơn hàng, bình dầu gội cứng vậy mà còn móp, là do gói sơ sài cho có nên vận chuyển móp méo, hay do ban đầu nó đã vậy. Không biết nhưng đóng gói hàng quá tệ, ai rảnh mà đổi trả cho phiền",1,negative,291,66
46851564755,Giao hàng có bọc chống sốc nhưng vẫn bị móp méo lon sữa,2,negative,55,13
13205763858,"Shop này làm ăn k uy tín. Đăng hình là tặng thêm 1 lon sữa 1,7kg mà khi nhận hàng k thấy đâu. Mọi ng nên cẩn thận khi mua",1,negative,121,30
15967244196,Bao bì/Mẫu mã:tốt Hương vị:ngon  Sản phẩm tốt...khi nào uống hết cần sẽ mua thêm nhé...,5,positive,87,16
35693219126,"Đóng hàng cẩn thận, đã mua lại nhiều lần. Tư vấn nhiệt tình, chất lượng sữa hàm lượng đạm cao nên uống rất ngon. Ship tới không hư hỏng hàng hoá 💓",5,positive,146,32
58141002435,"Sữa  ít ngọt , đầy đủ dinh dưỡng,.shop trả lời tin nhắn liền, giao hàng nhanh, bé mình toàn uống sữa này",5,positive,104,22
90306311383,Đặt dòng matte giao dòng hydrate? Cũng chẳng có quà tặng như mô tả,1,negative,66,14
14793257729,Sản phẩm tốt đã mua nhiều lần nhưng Trãi nghiệm với nhân viên chăm sóc khách hàng thì rất tệ thái độ tư vấn thật đáng tiếc,1,negative,122,27
78798832904,"Giao hàng nhanh chóng và tiện lợi, shipper thân thiện và dễ thương",5,positive,66,13
79454955004,Làm sáng da:da trắng hơn sau khi sử dụng Dưỡng ẩm:cấp ẩm sâu và mềm mượt Khả năng thẩm thấu:thẩm thấu nhanh Mùi hương:mùi thơm nhẹ,5,positive,130,26
81423893596,"Bao bì:bao bì mẫu mã ổn Mẹo:AE nào làm nghề không nên mua máy này, dây ngắn 1m chả ăn thua. mất tiền mua thêm ổ điện  Mô tả dây 1m8. Hỏi thì bảo dây về tùy đợt dây 1m5 - 1m8. Của mình dây đc đúng 1m. Trước đặt 1c mà dây cũng 1m nên qua shop này. Dây 1m thì kể cả sấy tóc thông thường cũng khó chịu nói gì mình làm nghề :)) Cách giải quyết vấn đề của shoo cũng chẳng có gì đặc biệt. Kiểu tl cho qua.",2,negative,398,94
88613253132,"Màu không như mô tả, môi căng sẵn nhưng đánh lên để lại vân môi với màu k đẹp kể cả chỉ cần bóng cũng k ưng được, bt khá ưng 3CE nhưng đây là cây son mình k hài lòng nhất từ trước tới giờ",3,negative,187,46
13800586328,Công dụng:* vì 2+1=3 lận  Có thể xem đơn này là thiếu hàng..,1,negative,60,13
16013839248,"1* cho đóng gói. Dãn băng keo lên nhãn sp làm khi mở ra thì bị lột hết nhãn. Lúc trước mình đã góp ý 1 lần, bên cskh nói sẽ cải thiện mà giờ vẫn y như cũ. Chán ko muốn mua nữa.",1,negative,176,44
16496896628,"Màu sắc:xanh đen  Chất lượng vải tốt, thoáng mát. Chồng mình mặc rất thích, sẽ ủng hộ thêm!",5,positive,91,18
16586364175,Mình đặt enfa a2 sao giao cho mình enfa grow vậy? Giờ mình đổi trả sao nt ko ai tl vậy,1,negative,86,21
15565912687,Sản phẩm đóng gói ko phải chê rồi. Là hàng Mall và chính hãng. Mình ko nghĩ là chất lượng sữa khi pha lại kém như vậy. Sữa bị vón cục lại khi đã pha xong. Uống xong ko nghén cũng thành nghén luôn rồi. Ko biết loại sữa bầu này có đúng là hàng chính hãng ko nữa.,1,negative,260,59
67974195082,Màu sắc ok vải chắc chắn rẻ nữa nên mua nha mn🥰,5,positive,47,12
12083757845,"Công dụng:sấy tóc Bao bì/Mẫu mã:màu đẹp  Máy sấy nhỏ gọn, gập lại mang đi tiện, dùng thích với giá rẻ nha mn",5,positive,108,23
