id,review,rating,label,review_length,word_count,clean_review
31533454611,"Sữa bị méo hỏng 1 góc, kiểm tra vỉ nào cũng bị hỏng 1 hộp như trên, quá thất vọng về đơn hàng lần này",1,negative,101,25,"sữa bị méo hỏng 1 góc , kiểm_tra vỉ nào cũng bị hỏng 1 hộp như trên , quá thất_vọng về đơn hàng lần này"
18810771696,Tệ. Giao hàng thiếu. Móp méo. Ntin ko tloi. Hàng giá trị đồ ăn đồ uống mà quăng như nùi giẻ,1,negative,91,21,tệ . giao hàng thiếu . móp méo . ntin không tloi . hàng giá_trị đồ_ăn đồ uống mà quăng như nùi giẻ
11067569224,Đóng gói chắc chắn giao hàng nhanh chóng sản phẩm tuyệt vời ông mặt trời,5,positive,72,15,đóng_gói chắc_chắn giao hàng nhanh_chóng sản_phẩm tuyệt_vời ông mặt_trời
40693491517,"moi mua lan dau hi vọng toc se vao nep mêm muot,  shop goi hang rat can than",5,positive,76,18,"moi mua lan_dau hi_vọng toc se vao nep mêm muot , shop goi hang rat_can than"
11132381165,"Công dụng:phòng tránh có thai  Sản phẩm dùng sướng lắm, mỏng, dai, nhiều gen, lần sau sẽ ủng hộ tiếp nha shop!",5,positive,110,22,"công_dụng phòng_tránh có_thai sản_phẩm dùng sướng lắm , mỏng , dai , nhiều gen , lần sau sẽ ủng_hộ tiếp_nha shop !"
87555842321,"Lifebuoy sạch bong kin kít đó giờ rồi :))) ace mix thêm sữa tắm nào cho dịu lại ko bị khô nếu ko thích sự khô nhé. Về quà tặng thì auto là than hoạt tính nên khỏi mong chờ muối hồng ^^ nói k ai tin chứ săn sale (ko phải ngày đôi,..) mà được 112k + quà. Mùi sen thơm hơn",5,positive,269,63,"lifebuoy sạch bong kin kít đó giờ rồi ace mix thêm sữa tắm nào cho dịu lại không bị khô nếu không thích sự khô nhé . về quà tặng thì auto là than_hoạt_tính nên khỏi mong_chờ muối hồng nói không ai tin chứ săn sale không phải ngày đôi , .. mà được 112 k quà . mùi sen thơm hơn"
52239728953,Làm ăn ko có 01 tí gì gọi là tâm hàng giao kiểu này móp méo ko 1 miếng bọc chống sốc thua...ko có lần sau tại shop tào lao như này nhé,1,negative,134,33,làm_ăn không có 01 tí gì gọi_là tâm_hàng giao kiểu này móp méo không 1 miếng bọc chống sốc_thua .. ko có lần sau tại shop tào_lao như này nhé
60879740430,shop để tặng khăn nhưng đặc 2 lần r ch thấy,3,negative,43,11,shop để tặng khăn nhưng đặc 2 lần rồi ch thấy
90992803635,"Dưỡng ẩm:da kho Làm sáng da:duong sang  dưỡng ẩm tốt cho da với lại làm sáng da nhưng phải kiên trì xài, giao hàng nhanh",5,positive,120,25,"dưỡng ẩm_da kho làm sáng da duong sang dưỡng ẩm tốt cho da với_lại làm sáng da nhưng phải kiên_trì xài , giao hàng nhanh"
73957020428,Sản phẩm k thấy ghi sz số gì cả. Vải mỏng vừa dùng cũng tạm được k quá tệ. Mà shop này không cho đổi trả hàng nhé cả nhà,3,negative,120,30,sản_phẩm không thấy ghi sz_số gì cả . vải mỏng vừa dùng cũng tạm được không quá tệ . mà shop này không cho đổi trả hàng nhé cả nhà
14666074402,Không biết bọc kiểu gì mà tràn hết ra ngoài. M nhớ có quà kèm mà không thấy chẳng hiểu,2,negative,86,20,không biết bọc kiểu gì mà tràn hết ra ngoài . m nhớ có quà kèm mà không thấy chẳng hiểu
80786707771,"Video hình ảnh mang tính chất nhận xu. Srm bạn mình xài bị kích ứng, còn mình xài thì thấy oke. Srm ít bọt nên mỗi lần rửa phải dùng lượng lớn hơn các dòng srm khác. Điểm trừ của shop là mặc dù hết chương trình khuyến mãi rồi nhưng shop vẫn để ảnh mua 1 tặng 1 quà",3,negative,264,60,"video hình_ảnh mang tính_chất nhận xu . srm bạn mình xài bị kích_ứng , còn mình xài thì thấy ổn . srm ít bọt nên mỗi lần rửa phải dùng lượng lớn hơn các dòng srm khác . điểm trừ của shop là mặc_dù hết chương_trình khuyến_mãi rồi nhưng shop vẫn để ảnh mua 1 tặng 1 quà"
75416359451,Có thấy quà tặng kèm đâu???? Lừa đảo,1,negative,36,8,có thấy quà tặng kèm đâu ? ? lừa_đảo
81681443216,Khui kiện hàng mà nhìn hết hồn. Trai peel vỏ hộp móp méo. Khui ra cả 2 đầu. Nhìn cái nghi ngờ nhân sinh luôn. Mình Sài sản phẩm của loreal rất nhiều và chưa gặp tình trạng này bao giờ. Thấy sản phẩm mới nên mua dùng thử mà gặp tình trạng này. Thật sự rất thất vọng. Hay sai mua săn sel nên vậy (220k)giống khui ra để like xong nhét vào giao cho khách vậy đó. Thất vọng 😞,2,negative,370,82,khui kiện hàng mà nhìn hết_hồn . trai peel vỏ hộp móp_méo . khui ra cả 2 đầu . nhìn cái nghi_ngờ nhân_sinh luôn . mình sài sản_phẩm của loreal rất nhiều và chưa gặp tình_trạng này bao_giờ . thấy sản_phẩm mới nên mua dùng thử mà gặp tình_trạng này . thật_sự rất thất_vọng . hay sai mua săn sel nên vậy 220 k giống khui ra để like xong nhét vào giao cho khách vậy đó . thất_vọng emo_neg
10928050666,"Giao hàng nhanh. Bọc hàng cẩn, dùng trên da mình rất hợp sẽ ủng hộ lần sau",3,positive,74,17,"giao hàng nhanh . bọc hàng cẩn , dùng trên da mình rất hợp sẽ ủng_hộ lần sau"
76583315719,Không có tặng quà như quảng cáo,3,negative,31,7,không có tặng quà như quảng_cáo
69254083485,"M đặt Dove ở Cần Thơ các bạn còn gói tránh trầy xước từng sản phẩm mà kho ở Bắc Ninh gửi về Cần Thơ lại gói đồ như này. Không biết hủ kem ủ tóc đã lỗi ở nắp trước hay do trong quá trình vận chuyển bị trầy xước thì m k rõ, nếu bị trước mà không kiểm tra kỹ rồi gửi cho khách hàng luôn thì quả là cẩu thả. Thật sự m rất khó chịu khi cầm hủ kem ủ tóc mà nắp bị lỗi như thế này.",3,negative,374,93,"m đặt dove ở cần thơ các bạn còn gói tránh trầy_xước từng sản_phẩm mà kho ở bắc_ninh gửi về cần thơ lại gói đồ như này . không biết hủ kem ủ tóc đã lỗi ở nắp trước hay do trong quá_trình vận_chuyển bị trầy_xước thì m không rõ , nếu bị trước mà không kiểm_tra kỹ rồi gửi cho khách_hàng luôn thì quả là cẩu_thả . thật_sự m rất khó_chịu khi cầm hủ kem ủ tóc mà nắp bị lỗi như thế_này ."
86747860684,"Bao bì/Mẫu mã:Lon bị móp, HSD chỉ đến 10/2023 ah  Mua lần đầu tiên mà Rất ko hài,",2,negative,81,18,"bao_bì mẫu_mã lon bị móp , hsd chỉ đến 10 2023 ah mua lần đầu_tiên mà rất không hài ,"
84870151203,"Săn sale giá cũng được. Nhỏ gọn, mới test qua thấy vẫn chạy. K biết dùng bền k",5,positive,78,18,"săn sale giá cũng được . nhỏ gọn , mới test qua thấy vẫn chạy . không biết dùng bền không"
76712994808,"Mua của mall Unilever mà đóng gói cỡ này. Không một lớp chống sốc. Đến tay nhàu nhĩ, móp muốn nứt tuýp kem. Thất vọng! Vào đánh giá thấy nhiều khách bị ntn rồi và nhà U cũng không có vẻ gì là muốn cải thiện cho lắm 🙄. Săn sale rẻ hơn 10k so với nữa hasaki nhưng nhận sản phẩm về không thấy hài lòng và được tôn trọng chút nào.",1,negative,326,73,"mua của mall_unilever mà đóng_gói cỡ này . không một lớp chống sốc . đến tay nhàu_nhĩ , móp muốn nứt tuýp kem . thất_vọng ! vào đánh_giá thấy nhiều khách bị ntn rồi và nhà_u cũng không có_vẻ gì là muốn cải_thiện cho lắm . săn sale rẻ hơn 10 k so với nữa hasaki nhưng nhận sản_phẩm về không thấy hài_lòng và được tôn_trọng chút nào ."
16903373358,"Đã dùng chai thứ hai , mùi thơm nhẹ, hiệu quả cấp ẩm tương đối OK",5,positive,65,16,"đã dùng chai thứ hai , mùi thơm_nhẹ , hiệu_quả cấp ẩm tương_đối ổn"
77621349278,trên da thấy châm chích nhẹ. thật sự k thấy nhiều hiệu quả lắm...,3,negative,65,14,trên da thấy châm chích nhẹ . thật_sự không thấy nhiều hiệu_quả lắm ..
13499251988,Sữa dùng rất ổn áp rất ngon bé rất thích không có gì để chê cả hihi,5,positive,67,17,sữa dùng rất ổn_áp rất ngon_bé rất thích không có gì để chê cả hihi
16905867062,"Shop giao hàng rất nhanh, nhưng là thùng sữa túi mà shop ko bọc hàng đến tay mình nó tan nát, vỡ mất 2 túi",3,negative,106,25,"shop giao hàng rất nhanh , nhưng là thùng sữa_túi mà shop không bọc hàng đến tay mình nó tan_nát , vỡ mất 2 túi"
42648500332,"Bao bì:đóng gói thấy gớm  Giá hợp lý,,, nhưng mình mua để tặng bạn gái mà cá hợp tơi tả,,, khui ra hết hồn,,, cứ nghĩ đồ củ sài ròi ko á",1,negative,136,32,"bao_bì đóng_gói thấy gớm giá hợp_lý , , nhưng mình mua để tặng bạn gái mà cá_hợp tơi_tả , , khui ra hết_hồn , , cứ nghĩ đồ củ sài_ròi không á"
13096151505,Công dụng:trắng da mờ thắm Mùi hương:thơm Dành cho da:mọi loại da  Shop gói hàng cẩn thận ghê. Chưa xài nên chưa rõ . Chỉ biết là ưng.Mua hàng của shop lần đầu lên mình chưa biết rõ đc kết quả. Hi vọng là sẽ như mình mong muốn.,5,positive,227,49,công_dụng trắng da_mờ thắm mùi hương_thơm dành cho da mọi loại da shop_gói hàng cẩn_thận ghê . chưa xài nên chưa rõ . chỉ biết là ưng . mua hàng của shop lần đầu lên mình chưa biết rõ được kết_quả . hi_vọng là sẽ như mình mong_muốn .
14256377366,Làm đẹp:da dầu Lợi ích:lamf sạch Bao bì:8/10  Hàng shop giao đúng mẫu. Đủ số lượng. Hàng y ảnh. Dùng chất lượng giá ok quá hợp lý. Sau sẽ ủng hộ shop,5,positive,149,32,làm_đẹp da_dầu lợi_ích lamf sạch bao_bì 8 10 hàng shop giao đúng mẫu . đủ số_lượng . hàng y_ảnh . dùng chất_lượng giá ổn quá hợp_lý . sau sẽ ủng_hộ shop
87480287994,tôi đã nhận được sản phẩm. nhưng lại không có mã qr để kết nối với dịch thuật. mà khi thấy giới thiệu tại nghe có dịch thuật,2,negative,124,28,tôi đã nhận được sản_phẩm . nhưng lại không có mã_qr để kết_nối với dịch_thuật . mà khi thấy giới_thiệu tại nghe có dịch_thuật
13422086078,"Check mã vạch có ra, xài 1 tuần cảm nhận mờ tàn nhang tốt, mờ 50% rồi nhưng bị khô da, kích ứng lên mụn li ti. Ai mua thì nên mua thêm kem dưỡng ẩm",5,negative,147,36,"check mã_vạch có ra , xài 1 tuần cảm_nhận mờ tàn_nhang tốt , mờ 50 rồi nhưng bị khô da , kích_ứng lên mụn li_ti . ai mua thì nên mua thêm kem dưỡng ẩm"
34216328507,"Ý là seal dữ chưa ta? Nắp hộp thì seal lại, nhưng vẫn mở nắp ra xài được, bên ngoài thì cũ trầy xướt, date đã qua 1 năm, chỉ còn 1 năm, hơi chán",2,negative,144,35,"ý là seal_dữ chưa ta ?_nắp hộp thì seal lại , nhưng vẫn mở nắp ra xài được , bên ngoài thì cũ trầy xướt , date đã qua 1 năm , chỉ còn 1 năm , hơi chán"
65422123985,"Hương thơm:mùi hơi ngọt Kinh nghiệm sử dụng:Dùng hơn 1 tuần ngày 2 lần  Mình dùng gần hết các bản và màu ca kcn loreal thì có bản này bị kích ứng, cá nhân mình thấy chất lỏng hơn bản đỏ, bóng hơn, lên da mình cũng bị bí hơn bản đỏ và khá châm chích kèm ngứa, dùng lại bản đỏ thì rất dịu.",3,negative,287,65,"hương thơm mùi hơi ngọt kinh_nghiệm sử_dụng dùng hơn 1 tuần ngày 2 lần mình dùng gần hết các bản và màu ca kcn loreal thì có bản này bị kích_ứng , cá_nhân mình thấy chất_lỏng hơn bản đỏ , bóng hơn , lên da mình cũng bị bí hơn bản đỏ và khá châm_chích kèm_ngứa , dùng lại bản đỏ thì rất dịu ."
91553534954,Tôi đặt ốp viền cam. Mà lại ship cho tôi viền trắng,1,negative,51,12,tôi đặt ốp viền cam . mà_lại ship cho tôi viền trắng
68562888307,"Mùi kiểu vani, thơm ngọt, rất nịnh mũi nha. Mùi xanh thì như mùi trái cây vậy",5,positive,77,17,"mùi kiểu vani , thơm_ngọt , rất nịnh mũi nha . mùi xanh thì như mùi trái_cây vậy"
78098290717,"Chất lượng sản phẩm tốt, shop giao hàng nhanh , đóng gói cẩn thận",5,positive,65,14,"chất_lượng sản_phẩm tốt , shop giao hàng nhanh , đóng_gói cẩn_thận"
10469630205,"Công dụng:làm mờ thâm mắt Mùi hương:cam Dành cho da:da nhạy cảm  Sản phẩm tốt ạ, gói hàng cẩn thận , chưa sử dụng nên chưa bt hiệu quả ntn🥰",5,positive,139,30,"công_dụng làm mờ thâm_mắt mùi hương_cam dành cho da da nhạy_cảm sản_phẩm tốt ạ , gói hàng cẩn_thận , chưa sử_dụng nên chưa bt hiệu_quả ntn emo_pos"
76045192093,"Độ tuổi sử dụng:1t Bao bì/Mẫu mã:bt Chất lượng sản phẩm:bt  Lần nào mua 2 lon thì sẽ có 1 lon bị móp trong khi thùng đóng rất chắc chắn, có bọc xốp chống sốc chắc chắn chứng to sữa đã bị móp từ trước rồi mới giao cho khách nhé",2,negative,226,51,"độ tuổi sử_dụng 1 t bao_bì mẫu_mã bt chất_lượng sản_phẩm bt lần nào mua 2 lon thì sẽ có 1 lon bị móp trong khi thùng đóng rất chắc_chắn , có bọc xốp chống sốc chắc_chắn chứng to sữa đã bị móp từ trước rồi mới giao cho khách nhé"
14242333809,Dành cho da:mọi loại da Công dụng:dưỡng ẩm và giảm nếp nhăn Mùi hương:thơm  Giao nhanh mình còn sợ ko kịp trước tết  Cấp ẩm tốt ạ,5,positive,129,27,dành cho da mọi loại da công_dụng dưỡng_ẩm và giảm nếp nhăn mùi hương_thơm giao nhanh mình còn sợ không kịp trước tết cấp ẩm tốt ạ
16496098682,"Đâu nhận được hàng đâu nên không biết đánh giá sao, shiper thấy rẻ quá diện lý do không chịu giao lại rồi lấy hàng luôn.",3,negative,120,26,"đâu nhận được hàng đâu nên không biết đánh_giá sao , shiper thấy rẻ quá diện lý_do không chịu giao lại rồi lấy hàng luôn ."
76078389061,"shop giao hàng nhanh lắm luôn đặt hôm qua , nay giao hàng luôn rồi quần vải mát",5,positive,79,18,"shop giao hàng nhanh lắm luôn đặt hôm_qua , nay giao hàng luôn rồi quần vải mát"
54319654733,"Giao hoả tốc nhanh, đóng gói cẩn thận, sữa đậm vị socola bản thân t thấy vị hơi ngọt",5,positive,84,19,"giao hỏa_tốc nhanh , đóng_gói cẩn_thận , sữa đậm_vị socola bản_thân t thấy vị hơi ngọt"
79470146093,Mình không nhận dc quà tặng nhỉ,1,negative,31,7,mình không nhận được quà tặng nhỉ
32442517314,Mùi hương:thơm Công dụng:dưỡng da Phù hợp với loại da:all  Sài quen rồi nên mua lại sài tiếp. Dùng thêm tuýp nữa xem có trắng thêm hay không mới biết được.,4,positive,155,31,mùi hương_thơm công_dụng dưỡng_da phù_hợp với loại da all sài quen rồi nên mua lại sài tiếp . dùng thêm tuýp nữa xem có trắng thêm hay không mới biết được .
76344944843,Giao hàng bị móp bể nắp chai,2,negative,28,7,giao hàng bị móp bể nắp chai
86094082448,"Bao bì/Mẫu mã:sữa tươi dutch lady Hương vị:không đường  Thùng sữa giao tới trong tình trạng còn nguyên vẹn, không bị móp méo hay bị ỉu. Thùng còn nguyên seal, không bị bong tróc nhờ đóng gói kỹ. Bảng thành phần sữa có nhiều chất, hương vị sữa thơm ngon dù là loại không đường. Phù hợp với trẻ nhỏ",5,positive,296,60,"bao_bì mẫu_mã sữa tươi_dutch lady hương_vị không đường thùng sữa giao tới trong tình_trạng còn nguyên_vẹn , không bị móp_méo hay bị ỉu . thùng còn nguyên_seal , không bị bong tróc nhờ đóng_gói kỹ . bảng thành_phần sữa có nhiều chất , hương_vị sữa thơm ngon dù là loại không đường . phù_hợp với trẻ nhỏ"
56097262421,Không thấy tặng kèm sản phẩm gì,1,negative,31,7,không thấy tặng kèm sản_phẩm gì
13228391205,"2 đợt sale ngày đôi gần đây mình mua lúc nào hàng cũng đóng gói tệ, không có quà khuyến mãi mặc dù mình săn được sale trong khung giờ",3,negative,133,30,"2 đợt sale ngày đôi gần đây mình mua lúc_nào hàng cũng đóng_gói tệ , không có quà khuyến_mãi mặc_dù mình săn được sale trong khung giờ"
40465724336,"Bao bì:mới  máy sấy cũ mình bị hư nên có ord hoả tốc em này, thấy seeding khá nhiều, dùng bị RỐI TÓC rất nhiều k hiểu tsao dù mình đã thử cả nóng/lạnh hay dùng lực gió nhỏ nhất",3,negative,176,40,"bao_bì mới máy_sấy cũ mình bị hư nên có ord hỏa_tốc em này , thấy seeding khá nhiều , dùng bị rối_tóc rất nhiều không hiểu tsao dù mình đã thử cả nóng_lạnh hay dùng_lực gió nhỏ nhất"
55035301782,"Hàng đểu, quảng cáo 2800W nhưng thực tế chỉ 1200W (Đã bật max gió + max nhiệt). Không có ion âm như mô tả. Giá rẻ nên ko có nhu cầu trả hàng.",1,negative,141,33,"hàng đểu , quảng_cáo 2800 w nhưng thực_tế chỉ 1200 w đã bật max gió max_nhiệt . không có ion_âm như mô_tả . giá rẻ nên không có nhu_cầu trả hàng ."
31173032579,"Sữa có vị hắc , vị hôi hôi của con bò  khó uống",1,negative,47,13,"sữa có vị hắc , vị hôi_hôi của con bò khó uống"
87562793512,Ko hiểu sao nhận chai sữa dưỡng thể mà vỏ chai chầy và rất dơ,3,negative,61,15,không hiểu sao nhận chai sữa dưỡng_thể mà vỏ_chai chầy và rất dơ
41530301737,"Mẹo:kco Lợi ích:lâu trôi nha Bao bì:nhìn như ai đã bóc ra dùng rồi í hộp thì móp,cái nắp thì như kiểu ai cạy ra í",3,negative,113,26,"mẹo kco lợi_ích lâu trôi_nha bao_bì nhìn như ai đã bóc ra dùng rồi í_hộp thì móp , cái nắp thì như kiểu ai cạy ra í"
86314071752,"Gói hàng cẩn thận, mua hàng mall cho gđ mà thấy bảo chất sữa hơi lỏng, ít bọt, dùng k thích",3,negative,91,21,"gói hàng cẩn_thận , mua hàng mall cho gđ mà thấy bảo_chất sữa hơi lỏng , ít bọt , dùng không thích"
89717402579,Giữ nhiệt:shop giao sai hàng gòi shop làm ăn kiểu jz,1,negative,52,11,giữ nhiệt_shop giao sai hàng gòi_shop làm_ăn kiểu jz
17268552907,Rất bực mình với cái nắp của dầu gội. Mình mua mấy lần xoay nắp đều bị gãy. Không hiểu có vấn đề gì với cái nắp đấy. Đề nghị nên xem lại cách thức làm cái nắp chai đấy,1,negative,167,40,rất bực_mình với cái nắp của dầu_gội . mình mua mấy lần xoay_nắp đều bị gãy . không hiểu có vấn_đề gì với cái nắp đấy . đề_nghị nên xem_lại cách_thức làm cái nắp chai đấy
12143361380,Shop cần kiểm tra hàng trước khi giao,2,negative,37,8,shop cần kiểm_tra hàng trước khi giao
70303451399,"Shop đóng gói hàng kĩ, giao hàng nhanh, hình ảnh và video mang tính chất nhận xuuu",5,positive,82,17,"shop đóng_gói hàng kĩ , giao hàng nhanh , hình_ảnh và video mang tính_chất nhận xuu"
88680025825,"Độ mềm mịn:cung hoi min Màu sắc:mau giong anh Hiệu ứng làm đẹp:bong ok con son mau thi che  Đánh lên môi bth, đầu bóng ko nói chứ đầu màu mùi hắc như rượu lên men thúi ìn",3,negative,170,38,"độ mềm_mịn cung_hoi min màu_sắc mau giong anh hiệu_ứng làm_đẹp bong ổn con son_mau thi che đánh lên môi bth , đầu bóng không nói chứ đầu màu mùi hắc như rượu lên_men thúi ìn"
14391750145,Mình mới nhận mà bao bì đã bị bóc ra thế này rồi. Bọc hàng chán quá,2,negative,67,17,mình mới nhận mà bao_bì đã bị bóc ra thế_này rồi . bọc hàng chán quá
53345879683,"chòi oi xinh xỉu, mình siêu ưng cái màu này. tai nghe còn có dây đeo vs dây sạc đi cùng nữa. đẹp lắm luôn. nghe cubbgx êm. Ưng cái bụng ?)/&:(/🖐️👋💋",5,positive,147,32,"chòi oi xinh_xỉu , mình siêu_ưng cái màu này . tai nghe còn có dây đeo với dây sạc đi cùng nữa . đẹp lắm luôn . nghe cubbgx_êm . ưng cái bụng ?"
25519835512,Mùi hương:có mùi thơm nhẹ Dành cho da:thâm sạm Công dụng:dưỡng sáng  có công dụng nhưng cần sử dụng lâu dài mới thấy rõ rệt,5,positive,123,25,mùi hương có mùi thơm nhẹ dành cho da thâm_sạm công_dụng dưỡng sáng có công_dụng nhưng cần sử_dụng lâu_dài mới thấy rõ_rệt
